time;LIDL BEŽIGRAD;ŠMARTINSKI PARK;SAVSKO NASELJE 1-ŠMARTINSKA CESTA;ČRNUČE;VILHARJEVA CESTA;MASARYKOVA DDC;POGAČARJEV TRG-TRŽNICA;CANKARJEVA UL.-NAMA;ANTONOV TRG;PRUŠNIKOVA;TEHNOLOŠKI PARK;KOSEŠKI BAJER;TIVOLI;TRŽNICA MOSTE;GRUDNOVO NABREŽJE-KARLOVŠKA C.;LIDL-LITIJSKA CESTA;ŠPORTNI CENTER STOŽICE;ŠPICA;ROŠKA - STRELIŠKA;BAVARSKI DVOR;STARA CERKEV;SITULA;ILIRSKA ULICA;LIDL - RUDNIK;KOPALIŠČE KOLEZIJA;POVŠETOVA - KAJUHOVA;DUNAJSKA C.-PS MERCATOR;CITYPARK;KOPRSKA ULICA;LIDL - VOJKOVA CESTA;POLJANSKA-POTOČNIKOVA;POVŠETOVA-GRABLOVIČEVA;PARK NAVJE-ŽELEZNA CESTA;ZALOG;CESTA NA ROŽNIK;HOFER-KAJUHOVA;DUNAJSKA C.-PS PETROL;STUDENEC;PARKIRIŠČE NUK 2-FF;BRATOVŠEVA PLOŠČAD;KONGRESNI TRG-ŠUBIČEVA ULICA;BS4-STOŽICE;GERBIČEVA - ŠPORTNI PARK SVOBODA;ŽIVALSKI VRT;VOKA - SLOVENČEVA;BTC CITY/DVORANA A;TRNOVO;P+R BARJE;ROŽNA DOLINA-ŠKRABČEVA UL.;KINO ŠIŠKA;BRODARJEV TRG;ZALOŠKA C.-GRABLOVIČEVA C.;DOLENJSKA C. - STRELIŠČE;ŠTEPANJSKO NASELJE 1-JAKČEVA ULICA;SOSESKA NOVO BRDO;TRŽNICA KOSEZE;ALEJA - CELOVŠKA CESTA;MERCATOR CENTER ŠIŠKA;GH ŠENTPETER-NJEGOŠEVA C.;HOFER - POLJE;VIŠKO POLJE;BONIFACIJA;P + R DOLGI MOST;DRAVLJE;POLJE;SUPERNOVA LJUBLJANA - RUDNIK;SREDNJA FRIZERSKA ŠOLA;TRG OF-KOLODVORSKA UL.;TRG MDB;TRŽAŠKA C.-ILIRIJA;PREŠERNOV TRG-PETKOVŠKOVO NABREŽJE;MERCATOR MARKET - CELOVŠKA C. 163;SAVSKO NASELJE 2-LINHARTOVA CESTA;BREG;BTC CITY ATLANTIS;IKEA;MIKLOŠIČEV PARK;BARJANSKA C.-CENTER STAREJŠIH TRNOVO;LEK - VEROVŠKOVA;AMBROŽEV TRG;VOJKOVA - GASILSKA BRIGADA;RAKOVNIK;PREGLOV TRG;PLEČNIKOV STADION
2022-10-16-16-15;3;20;8;4;17;6;16;16;3;14;4;8;10;4;2;6;3;13;7;20;6;5;12;6;10;11;0;8;3;5;11;17;12;16;2;5;1;5;0;0;14;10;2;13;1;4;9;13;6;3;8;9;2;19;3;12;7;4;14;13;17;8;12;7;13;5;3;21;0;12;8;3;9;4;18;3;1;14;1;13;0;1;1;8
2022-10-16-16-20;2;20;9;4;17;6;16;17;3;14;4;11;12;3;2;7;4;13;7;20;9;5;13;6;10;12;0;8;3;5;11;16;12;16;2;5;0;5;0;0;13;9;2;13;1;4;10;13;6;5;10;9;2;19;3;10;7;4;14;13;17;8;12;6;13;5;3;20;0;12;7;3;9;3;18;3;1;15;1;13;0;1;1;9
2022-10-16-16-25;2;20;9;4;16;6;16;16;5;14;4;11;12;3;2;6;3;13;7;19;9;6;13;6;11;13;0;8;3;4;11;16;12;16;2;5;0;5;0;0;13;9;2;15;1;4;10;13;5;6;11;9;2;19;3;10;9;4;14;13;17;7;12;6;13;5;3;19;1;14;7;3;9;3;19;3;1;16;1;12;0;1;0;8
2022-10-16-16-30;2;20;9;4;17;6;16;17;6;15;4;11;14;5;2;6;3;13;7;19;10;5;13;6;11;13;0;8;3;4;11;17;12;16;1;5;0;5;0;2;12;9;2;15;1;4;10;13;6;6;11;9;2;19;3;10;10;4;15;13;17;7;12;6;13;5;3;19;2;14;7;2;10;3;19;3;1;16;2;13;1;1;0;8
2022-10-16-16-35;3;20;9;4;17;6;16;15;6;15;4;12;14;5;3;7;3;13;7;20;11;5;12;6;11;13;0;8;3;4;11;17;12;16;2;5;0;5;0;2;10;9;0;15;1;4;9;13;3;5;11;9;2;19;1;10;10;4;15;13;17;7;12;6;13;5;3;20;1;15;7;2;10;3;19;3;0;16;2;13;0;1;0;8
2022-10-16-16-40;3;20;9;4;17;6;12;17;6;15;4;11;15;5;1;6;2;14;7;20;9;7;10;6;11;13;5;8;3;4;10;17;12;16;2;5;0;5;0;2;9;8;2;15;3;4;9;13;0;5;11;9;2;19;1;9;10;4;15;14;17;7;12;6;13;4;3;21;1;15;7;1;11;3;19;3;0;16;2;12;0;1;0;6
2022-10-16-16-45;5;20;9;4;14;6;12;18;7;15;4;13;15;5;0;7;2;13;6;20;9;9;10;6;11;15;5;8;3;5;10;17;12;16;2;4;0;5;0;2;9;8;2;15;2;4;9;13;0;7;11;9;2;19;1;9;7;4;17;13;17;8;12;6;13;4;3;21;1;14;7;1;11;2;19;3;0;15;2;13;0;1;0;5
2022-10-16-16-50;5;20;9;4;13;6;15;18;6;15;4;13;15;5;0;7;2;14;8;19;9;6;9;6;11;15;6;8;3;5;10;17;12;16;2;3;0;5;0;3;11;8;2;15;2;4;8;13;0;7;11;10;2;19;1;9;7;4;17;13;16;8;12;6;13;4;3;21;1;14;6;1;12;2;19;3;0;15;2;14;0;1;0;5
2022-10-16-16-55;4;20;8;4;12;6;15;18;5;15;4;13;18;5;0;7;3;16;7;19;10;6;11;6;12;15;7;8;5;6;10;17;11;16;2;3;0;5;0;3;10;8;3;15;2;4;8;13;0;7;11;10;2;19;1;9;7;4;18;13;16;9;12;6;13;4;3;21;1;14;6;1;12;2;19;3;1;15;2;15;0;1;0;5
2022-10-16-17-00;4;20;7;4;12;5;15;19;5;14;3;13;17;5;0;9;3;16;7;18;10;5;9;6;12;15;6;8;5;6;10;17;11;16;2;3;0;5;0;3;10;8;3;15;2;4;8;13;0;7;11;10;2;19;1;9;5;4;18;13;16;9;12;7;13;4;3;21;2;14;8;1;12;2;19;3;1;15;2;15;0;1;0;5
2022-10-16-17-05;2;20;7;4;11;7;15;21;5;14;3;13;17;5;0;9;2;18;5;19;10;3;9;6;12;14;6;8;5;6;10;17;10;16;2;4;0;5;0;3;8;8;3;15;2;4;9;13;0;8;11;10;2;19;1;9;5;4;18;13;16;9;12;7;13;4;2;21;2;14;8;0;9;2;19;3;2;15;2;15;0;0;0;6
2022-10-16-17-10;2;20;6;4;11;7;15;20;4;14;3;13;18;5;0;9;2;18;4;19;10;1;9;6;12;14;7;8;5;4;12;17;9;16;2;3;0;5;0;2;10;8;3;15;2;4;11;13;0;8;11;10;1;19;3;9;6;4;18;13;16;9;12;7;13;4;2;19;3;14;9;1;9;2;19;3;1;15;2;15;0;0;0;5
2022-10-16-17-15;2;18;9;4;9;7;18;20;4;14;3;13;20;5;0;9;3;17;4;18;8;2;10;6;12;14;6;9;5;4;12;16;9;16;2;2;0;5;0;2;10;9;4;15;2;4;11;13;1;8;11;9;1;19;3;9;5;2;19;13;17;9;12;7;13;4;2;19;1;14;9;1;9;0;19;3;2;15;2;16;2;0;0;5
2022-10-16-17-20;0;18;9;4;10;8;17;19;4;14;3;13;20;5;0;9;3;16;4;18;10;1;8;6;12;14;7;9;5;5;12;16;9;16;2;2;0;5;1;2;8;9;2;15;2;4;10;13;2;8;11;9;1;19;3;9;4;3;19;13;17;11;12;7;13;4;2;18;1;12;7;0;9;0;19;3;2;15;2;16;2;0;0;5
2022-10-16-17-25;0;18;9;4;10;8;17;17;4;14;3;12;20;5;1;10;3;15;4;16;10;0;10;6;11;14;8;9;5;5;13;16;10;16;4;2;0;5;1;2;9;9;2;15;2;4;9;13;2;8;11;9;1;19;1;9;4;3;20;13;17;10;12;7;13;4;3;17;0;11;9;0;9;0;19;3;2;15;2;16;2;1;0;5
2022-10-16-17-30;2;18;9;4;9;7;17;16;4;14;3;10;20;4;2;9;1;15;4;18;10;1;10;6;11;14;6;10;5;6;13;16;10;16;4;2;0;5;2;2;9;8;2;15;3;4;10;12;1;8;11;9;1;19;1;9;4;3;20;13;17;10;12;6;13;4;3;17;1;11;10;0;9;1;19;3;2;15;2;16;2;0;0;5
2022-10-16-17-35;2;18;11;4;8;8;17;20;4;14;3;9;20;1;1;9;1;17;4;18;10;1;10;6;11;14;3;10;5;9;13;16;10;16;5;2;0;5;4;2;9;8;2;15;3;4;10;12;1;8;11;9;1;19;1;12;4;3;21;13;17;10;12;5;13;4;3;17;0;11;8;1;9;1;19;3;2;15;2;15;2;0;0;6
2022-10-16-17-40;2;18;12;4;8;8;15;20;3;14;4;7;18;0;1;10;1;15;4;17;12;2;7;6;11;14;3;10;5;9;13;16;11;16;5;4;0;5;4;2;9;8;1;15;2;3;10;12;0;6;11;9;1;19;1;10;4;3;20;13;18;9;12;5;13;4;3;17;0;11;8;1;8;1;19;3;2;15;2;15;2;3;0;6
2022-10-16-17-45;2;18;12;4;8;8;14;21;5;14;4;7;15;0;1;10;1;15;4;16;13;1;7;6;11;14;1;10;5;10;13;15;9;16;5;4;0;5;4;2;9;8;1;15;2;3;10;12;0;8;11;9;1;19;1;10;4;3;18;13;18;7;12;5;13;4;3;17;0;11;7;2;6;1;19;3;5;17;2;15;2;3;0;6
2022-10-16-17-50;2;18;13;4;10;8;14;21;5;14;4;7;15;0;1;10;0;14;4;15;13;2;7;6;11;13;0;10;5;7;14;15;10;16;4;4;2;5;3;2;11;8;0;15;2;3;10;12;0;8;11;9;1;19;1;11;4;3;19;14;17;7;14;5;13;5;3;16;0;11;8;3;6;0;19;3;6;17;2;15;2;3;1;6
2022-10-16-17-55;2;18;13;4;11;8;14;20;5;12;4;6;15;1;1;10;2;14;4;15;14;2;8;6;10;13;0;10;5;8;11;15;11;16;3;5;1;5;3;2;12;9;0;15;2;3;10;12;2;8;11;9;1;19;1;11;4;5;19;14;17;7;14;5;13;5;3;14;0;11;10;3;5;0;19;3;4;17;2;15;2;3;1;5
2022-10-16-18-00;3;18;14;4;12;9;14;17;5;12;4;7;13;1;2;10;3;15;3;16;14;2;8;6;10;13;0;10;5;9;10;15;10;16;3;7;1;5;4;2;9;9;0;15;2;5;10;12;3;8;10;9;0;19;1;11;5;7;20;13;19;7;12;5;13;5;3;14;0;10;11;3;4;0;19;3;4;17;1;15;2;3;1;5
2022-10-16-18-05;3;17;15;4;11;9;14;16;5;12;4;7;12;1;0;10;3;10;3;17;13;1;8;6;10;14;0;10;5;8;9;15;9;16;3;7;1;5;4;2;9;9;0;15;3;5;10;12;5;8;10;9;1;19;1;11;5;7;20;13;19;8;12;6;13;5;3;14;0;8;11;3;4;0;19;3;3;17;1;14;2;3;2;5
2022-10-16-18-10;3;17;15;4;12;10;14;15;5;11;4;6;9;1;1;10;3;12;3;19;13;1;6;6;10;14;0;10;5;8;9;15;9;16;3;7;1;4;4;1;7;10;0;15;4;4;10;12;6;8;10;10;1;19;1;11;5;7;20;13;18;9;12;7;13;5;3;14;1;8;12;3;4;0;19;3;2;17;1;14;3;3;2;3
2022-10-16-18-15;3;18;15;4;12;10;14;14;5;12;4;3;9;1;0;10;3;12;3;18;13;4;9;6;10;14;0;10;5;9;9;15;9;16;3;7;0;4;4;1;11;10;0;15;4;4;10;12;3;8;10;10;1;19;1;10;4;7;19;13;18;9;14;6;13;5;3;5;1;8;10;3;4;0;19;3;2;17;1;14;3;4;0;4
2022-10-16-18-20;4;18;15;4;9;6;13;15;5;11;4;5;5;1;0;10;3;12;3;17;14;4;8;6;10;13;0;10;5;10;8;15;9;16;4;7;0;4;4;1;11;10;0;15;4;4;9;12;2;10;12;10;1;19;1;10;3;8;19;13;18;9;14;6;13;5;3;2;1;8;12;3;5;0;19;3;2;17;1;15;4;4;0;3
2022-10-16-18-25;4;18;16;4;8;4;13;15;5;12;4;5;4;2;0;11;3;12;1;16;14;6;9;6;9;13;1;10;5;10;8;15;9;16;4;7;1;5;4;1;14;11;1;15;4;4;9;12;2;10;13;10;1;18;1;10;3;8;19;13;17;9;13;6;13;6;3;0;1;8;13;4;5;2;19;3;3;16;1;15;4;4;0;3
2022-10-16-18-30;4;18;16;3;11;5;13;18;6;12;4;5;4;2;1;11;3;11;1;17;11;8;9;6;9;13;7;14;5;11;8;15;9;16;4;7;4;5;3;1;15;12;3;15;4;4;9;12;2;11;14;9;1;18;1;10;5;8;19;13;16;8;13;6;14;6;5;0;1;6;14;5;5;4;19;3;2;20;1;16;4;5;0;0
2022-10-16-18-35;4;18;16;3;10;5;13;17;6;12;1;5;4;1;1;11;3;11;3;17;11;8;9;5;10;13;7;14;5;11;8;15;9;16;4;7;3;5;3;1;16;12;2;15;4;4;10;12;2;11;13;10;1;18;1;10;5;8;18;13;16;9;13;6;14;5;6;3;1;8;14;5;5;5;19;3;3;20;1;16;5;5;1;1
2022-10-16-18-40;4;18;16;3;10;6;13;20;6;13;2;4;5;1;1;10;3;11;3;16;11;7;9;4;10;13;7;15;5;10;7;15;9;16;5;7;3;5;3;1;16;12;3;13;4;5;10;12;2;11;12;10;0;19;1;12;4;8;18;13;16;9;13;6;14;5;6;1;0;8;16;5;4;6;19;3;4;20;1;15;4;5;1;1
2022-10-16-18-45;4;16;16;3;8;6;14;13;6;13;1;4;4;1;1;10;3;10;3;14;11;3;9;4;10;13;6;15;5;10;7;15;10;16;5;7;3;5;2;1;17;12;3;13;3;5;10;12;1;11;13;10;0;19;1;13;4;8;18;13;16;9;13;6;14;5;6;1;3;8;19;5;6;6;19;3;3;19;1;13;4;5;1;0
2022-10-16-18-50;3;15;16;3;6;4;14;8;7;13;1;4;2;3;1;10;3;10;3;14;11;5;8;4;10;13;4;15;5;10;7;16;10;16;5;7;2;5;3;2;15;10;3;13;3;5;10;12;3;12;13;10;0;19;1;13;5;8;17;13;16;9;13;6;14;5;7;2;3;9;16;5;8;5;19;3;3;19;1;13;2;5;1;0
2022-10-16-18-55;3;15;16;3;5;4;15;8;7;13;1;3;3;3;0;10;3;10;3;12;12;3;13;4;11;13;4;15;5;9;8;15;10;16;5;8;3;5;3;2;15;10;3;13;3;5;10;12;3;11;13;10;0;19;1;14;5;8;17;13;15;10;13;6;14;5;7;1;3;11;16;6;7;5;19;3;3;18;1;14;3;5;1;0
2022-10-16-19-00;3;15;16;3;7;4;15;9;6;13;1;3;4;4;0;11;2;11;3;12;13;3;13;4;12;13;5;15;5;10;9;16;10;16;4;8;3;5;3;2;15;10;3;13;3;5;9;12;4;11;13;10;0;19;1;14;5;8;18;13;15;11;13;6;14;5;7;1;3;11;12;7;7;5;19;3;3;18;1;14;3;5;0;0
2022-10-16-19-05;2;15;15;3;7;4;13;10;6;13;1;1;4;5;0;11;3;11;4;12;12;3;15;4;12;14;8;15;5;11;9;16;10;16;4;8;2;5;3;2;17;10;3;13;3;5;9;13;4;11;13;10;0;19;2;13;5;8;18;13;15;11;13;6;14;5;8;1;3;12;6;7;8;7;19;3;4;17;1;15;3;5;0;0
2022-10-16-19-10;2;15;15;3;7;4;12;9;6;15;1;1;4;5;0;11;4;11;4;14;11;4;11;4;12;15;7;15;5;7;10;17;11;16;4;8;2;5;3;2;19;10;3;13;3;5;8;12;5;10;13;10;0;19;2;13;5;6;17;13;15;11;13;7;14;6;8;2;4;12;11;7;8;7;19;3;4;17;1;14;3;5;0;0
2022-10-16-19-15;4;14;15;3;7;4;12;10;6;15;1;1;5;5;0;12;4;11;4;12;11;4;12;4;12;15;7;15;5;7;9;17;12;16;4;8;1;5;3;2;18;11;3;13;3;5;9;12;7;10;13;10;0;19;2;12;5;6;16;13;15;11;13;7;14;6;8;2;3;10;11;7;7;8;19;3;5;17;1;12;2;5;0;0
2022-10-16-19-20;4;14;15;3;5;3;12;9;6;16;1;1;5;4;0;12;4;9;4;12;12;7;12;4;12;15;6;15;5;7;9;16;12;16;4;9;2;5;3;2;18;11;3;14;3;5;9;12;6;10;13;10;0;19;2;11;6;6;16;13;15;11;13;7;14;6;8;3;3;11;12;7;5;8;19;3;5;17;1;13;2;7;1;0
2022-10-16-19-25;4;15;16;3;5;4;11;8;6;16;1;1;1;4;0;12;4;9;3;15;12;10;12;4;12;16;5;15;5;6;10;16;12;16;4;9;2;5;3;2;18;13;5;14;3;5;9;12;4;10;13;10;0;19;2;10;6;6;17;13;15;11;13;7;14;6;8;1;3;10;12;7;5;8;19;3;6;17;1;12;3;8;1;1
2022-10-16-19-30;4;15;16;3;4;4;11;7;6;16;1;2;3;4;0;12;5;9;3;15;12;10;13;4;14;16;0;17;5;8;10;16;12;16;4;8;2;5;3;2;18;11;5;14;4;5;9;12;4;11;13;10;0;19;2;10;6;6;17;13;15;11;13;7;14;6;9;0;3;10;12;6;5;9;19;3;7;17;1;12;3;11;1;1
2022-10-16-19-35;4;15;16;3;3;4;11;7;5;16;1;2;1;4;0;12;5;8;3;14;12;10;12;4;14;16;0;18;5;7;9;16;12;16;4;8;2;5;3;2;18;11;5;14;4;5;9;12;5;13;13;10;0;19;2;10;6;6;16;13;15;11;13;6;14;6;10;1;2;11;14;6;5;9;19;3;7;17;1;13;3;12;1;0
2022-10-16-19-40;4;17;15;3;1;4;12;8;5;17;1;2;1;3;1;11;5;8;3;14;12;10;13;5;14;16;0;18;5;3;9;16;12;16;4;8;2;5;4;2;17;11;3;14;4;5;9;12;3;13;13;10;0;19;2;10;7;6;18;13;15;11;13;6;14;6;10;3;1;11;15;6;6;12;19;3;7;17;1;13;3;12;1;0
2022-10-16-19-45;3;17;15;3;0;5;11;8;5;17;1;2;1;3;1;11;5;6;4;14;10;12;12;6;14;17;1;18;5;2;9;16;12;15;4;8;0;6;4;3;16;11;3;14;4;5;9;12;3;12;13;10;0;19;2;11;7;6;17;13;15;11;13;6;14;6;10;4;2;11;16;6;6;12;17;3;4;17;1;13;3;12;1;0
2022-10-16-19-50;2;17;15;3;0;5;12;9;5;17;1;2;0;4;1;11;5;6;4;14;10;13;13;6;16;17;0;18;5;3;9;17;11;16;4;8;0;6;4;3;15;13;3;14;4;5;9;12;6;11;13;10;0;19;2;11;6;6;18;13;15;10;13;6;14;6;10;3;0;11;16;6;5;8;17;3;4;17;1;13;3;11;1;0
2022-10-16-19-55;2;17;16;3;0;5;14;13;5;17;1;2;0;4;1;11;5;7;4;15;10;13;13;6;16;17;0;18;5;3;9;18;11;16;4;8;1;6;4;3;15;13;0;14;4;5;9;12;4;10;13;10;0;19;2;9;6;6;19;13;15;10;13;6;14;6;10;1;1;9;15;5;5;8;17;3;3;18;1;14;3;11;0;0
2022-10-16-20-00;2;17;16;3;0;4;16;10;4;17;1;2;0;4;1;9;6;7;4;14;8;12;17;6;16;17;0;18;5;5;9;19;10;16;4;9;5;7;4;3;14;13;2;14;3;5;9;12;4;10;13;10;0;19;2;10;4;6;21;13;15;10;13;6;14;6;10;0;1;9;16;5;6;6;17;3;0;18;1;15;3;11;0;0
2022-10-16-20-05;2;16;16;3;0;4;16;9;4;17;1;2;1;3;2;9;6;7;4;9;4;12;15;6;16;17;0;18;5;6;9;19;10;16;4;9;5;7;8;3;16;13;1;14;3;5;9;12;3;10;13;11;1;19;2;10;4;6;21;13;15;10;13;6;14;6;9;2;1;8;19;5;7;5;17;3;0;19;1;16;3;11;0;0
2022-10-16-20-10;2;16;16;3;1;4;13;10;5;17;1;2;1;3;2;10;6;7;4;8;4;14;16;6;16;17;2;18;5;6;10;19;8;16;4;9;5;7;7;2;16;13;1;14;3;5;10;12;4;10;12;13;1;19;2;10;5;1;23;13;15;10;13;6;14;6;10;1;2;7;17;5;8;5;17;3;0;17;1;17;3;11;0;0
2022-10-16-20-15;1;16;16;3;0;3;12;7;5;17;1;2;1;5;2;10;6;7;4;8;4;12;16;6;16;17;2;18;5;8;9;19;8;16;4;9;4;7;7;2;18;13;2;14;4;5;10;12;5;10;12;13;1;19;2;10;5;1;23;13;15;10;13;6;14;6;12;0;1;7;17;5;8;6;15;3;0;17;1;17;3;9;0;1
2022-10-16-20-20;1;16;16;3;0;3;11;8;6;17;1;2;1;5;5;10;6;8;4;6;5;11;17;6;14;17;4;18;5;7;8;19;6;16;4;9;4;7;7;2;19;13;2;14;6;5;10;12;5;10;12;13;1;19;1;10;5;1;22;13;15;10;12;6;14;6;12;0;0;8;16;5;8;6;15;3;0;19;1;17;3;9;0;1
2022-10-16-20-25;1;16;16;3;0;3;12;7;8;16;1;2;1;7;4;10;6;8;4;5;4;11;17;6;14;17;7;18;5;7;7;19;6;16;4;9;4;7;8;2;19;13;2;14;6;5;10;12;5;11;12;13;1;19;1;10;10;1;23;13;15;10;12;6;14;6;12;2;0;9;16;5;8;7;15;3;0;20;1;16;4;9;0;1
2022-10-16-20-30;1;16;16;3;0;0;12;6;8;16;1;2;1;7;4;11;6;9;4;6;4;11;17;6;14;17;8;18;5;7;7;19;6;16;4;9;4;7;8;2;19;13;1;14;6;5;10;12;4;10;12;14;2;19;1;10;10;0;23;13;15;12;12;6;14;6;12;1;0;9;16;5;8;7;15;2;0;20;1;17;5;8;0;1
2022-10-16-20-35;1;17;17;3;2;0;15;7;8;15;1;2;1;7;4;13;6;9;4;6;4;11;17;6;14;17;8;18;6;7;7;18;6;16;4;9;4;7;7;2;18;13;2;14;6;5;10;12;6;10;12;14;2;19;1;8;11;0;23;13;15;12;12;6;14;6;12;2;0;9;16;5;6;7;15;2;0;20;1;17;5;8;0;0
2022-10-16-20-40;0;18;16;3;0;0;16;7;9;15;1;2;1;7;4;13;6;8;4;5;5;11;17;6;14;17;9;18;6;7;7;18;6;16;4;9;3;7;6;2;18;14;2;14;6;5;10;12;6;10;12;13;2;19;1;9;11;0;24;13;15;12;12;6;14;6;12;3;0;9;16;5;6;7;15;2;0;20;1;17;5;8;0;0
2022-10-16-20-45;0;19;16;3;0;1;17;7;9;15;1;2;1;7;4;13;6;8;4;2;5;12;17;6;14;17;8;18;6;8;7;18;6;17;4;9;2;7;6;3;18;14;3;14;6;5;11;12;6;10;12;13;2;19;1;9;10;0;24;13;15;12;12;6;14;6;13;0;0;8;14;5;6;7;15;2;0;20;1;16;4;8;0;0
2022-10-16-20-50;1;19;16;3;0;1;17;6;10;15;1;2;0;7;4;14;8;8;4;2;5;12;17;6;14;18;8;18;6;9;7;18;4;17;4;9;1;7;7;3;18;14;1;14;6;5;11;12;5;10;12;13;3;19;1;9;10;0;24;13;15;13;13;6;14;6;13;0;0;6;14;5;7;7;15;2;0;20;1;17;3;8;0;0
2022-10-16-20-55;1;19;16;3;0;0;17;5;11;15;1;2;0;7;4;14;9;8;4;1;5;12;17;6;14;18;8;18;6;9;7;18;4;17;4;9;1;7;7;3;18;14;1;13;5;5;11;12;0;12;12;13;3;19;1;9;9;0;24;13;15;13;13;6;14;6;13;3;0;6;12;5;7;7;15;2;0;20;1;17;3;8;0;0
2022-10-16-21-00;1;19;16;3;0;0;17;6;11;15;1;2;0;8;4;14;9;6;5;1;6;14;17;6;14;18;8;18;6;9;7;18;4;17;4;9;1;7;7;3;17;14;2;13;4;4;11;12;3;12;12;13;3;19;1;9;9;0;24;13;15;14;13;6;14;6;13;3;0;6;11;5;7;7;15;2;0;20;1;17;3;8;0;0
2022-10-16-21-05;2;19;15;3;0;0;17;4;11;15;1;2;0;8;6;14;9;8;5;1;6;14;17;6;14;18;8;18;6;9;6;18;3;17;5;9;1;7;8;3;16;14;2;13;4;4;11;12;7;11;12;12;3;19;1;10;4;0;24;13;15;13;13;6;14;6;13;0;0;6;10;6;7;7;15;2;0;20;1;17;3;8;0;1
2022-10-16-21-10;2;19;15;3;0;0;17;2;11;15;0;2;0;8;7;14;9;8;5;1;6;14;17;6;14;18;9;18;6;9;6;18;3;17;5;10;1;6;8;3;16;14;4;13;4;4;11;12;10;12;10;12;3;19;1;15;4;0;24;13;15;14;13;6;14;6;14;0;1;6;9;6;7;6;15;2;0;20;1;17;3;8;1;2
2022-10-16-21-15;0;18;15;4;2;0;17;0;11;15;0;2;2;8;7;14;9;8;6;1;5;12;16;6;14;18;11;18;6;9;6;18;1;17;5;10;0;6;8;3;16;14;4;13;4;4;11;12;12;11;9;12;4;19;1;15;5;0;24;13;15;14;13;6;14;6;15;0;1;6;9;6;9;6;15;2;0;20;1;15;3;8;1;2
2022-10-16-21-20;0;18;16;4;2;1;17;0;12;15;0;3;2;8;7;14;9;8;7;1;4;11;15;6;14;18;11;18;6;9;6;18;1;17;5;10;0;6;6;2;16;14;4;13;4;4;11;12;11;12;9;14;4;19;1;14;5;0;24;13;14;14;13;6;14;6;14;0;1;6;6;6;9;6;14;2;1;20;1;15;3;8;2;2
2022-10-16-21-25;0;17;16;4;0;1;18;2;13;15;0;3;2;8;7;13;9;8;7;1;4;11;15;6;13;18;11;17;6;11;6;17;1;17;5;10;0;6;7;2;16;15;3;13;4;4;11;12;12;12;9;13;3;19;1;14;5;0;24;13;14;14;13;6;14;6;14;0;0;5;6;6;9;6;14;2;1;20;1;15;3;8;2;2
2022-10-16-21-30;0;17;16;4;0;0;18;1;13;15;0;3;2;8;7;13;9;8;7;1;4;13;14;6;13;18;12;17;6;11;6;17;1;17;5;10;0;6;6;3;18;15;7;13;4;4;11;11;11;12;9;13;3;19;1;14;4;0;24;13;14;15;13;6;14;6;14;0;0;5;6;6;9;6;14;2;1;20;1;15;3;8;2;0
2022-10-16-21-35;1;17;16;4;1;0;16;0;12;15;0;5;2;8;8;13;10;8;7;1;4;13;13;6;13;18;12;17;6;11;7;17;0;17;5;10;0;6;6;3;19;15;9;13;4;4;11;11;12;11;9;13;3;19;1;14;3;0;24;13;14;16;13;6;14;6;14;0;0;5;5;6;9;6;14;2;2;19;1;15;4;8;2;0
2022-10-16-21-40;1;17;16;4;1;0;15;0;12;15;0;5;1;8;7;13;10;8;7;1;4;14;13;6;13;18;12;17;6;11;7;17;0;17;1;10;0;7;5;4;15;15;11;13;4;4;11;11;11;13;9;13;3;19;1;14;3;0;24;13;14;15;13;6;14;6;14;0;0;5;0;6;8;6;14;2;1;19;1;16;6;8;2;0
2022-10-16-21-45;1;17;16;4;0;0;15;0;12;15;0;5;0;8;7;13;10;8;7;1;5;14;15;6;13;18;13;17;6;11;7;17;0;17;2;10;0;7;5;4;14;15;12;13;3;4;11;11;13;14;9;13;3;19;1;15;2;0;24;13;14;15;13;6;14;6;14;0;0;5;0;6;9;8;14;2;1;19;1;16;5;8;2;0
2022-10-16-21-50;1;17;16;4;0;0;15;1;12;15;0;5;0;8;7;13;10;8;6;1;5;14;15;6;13;18;13;13;6;11;7;18;0;17;2;10;1;7;4;4;15;15;13;13;2;4;11;11;14;14;9;14;3;19;1;15;2;0;23;13;14;13;13;6;14;6;14;0;0;6;0;7;9;7;14;2;1;19;1;16;5;9;2;0
2022-10-16-21-55;1;17;16;4;1;0;15;1;12;14;0;4;0;8;7;13;10;8;6;1;5;14;15;6;13;18;14;13;6;12;7;18;0;17;2;10;0;7;4;4;15;15;14;13;2;4;11;11;16;14;9;15;3;19;1;14;2;0;22;13;14;14;13;6;14;6;16;0;0;8;0;7;9;7;14;2;1;19;1;16;5;9;2;0
2022-10-16-22-00;1;18;16;4;1;0;14;1;12;14;0;4;1;10;6;13;10;8;6;2;6;8;15;6;13;18;14;13;6;12;7;18;0;17;2;11;0;7;4;4;12;15;14;13;2;4;11;11;16;15;9;15;3;19;1;15;2;0;22;13;14;14;13;6;14;6;16;1;0;9;0;7;10;6;14;2;1;19;1;16;5;9;2;0
